ID,Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
64792,IFT22,68.0186358589,-0.4020548867,0.7104404157,-0.5659234438,0.5714458239,0.7188537435
64860,ARMCX5,100.8219887789,-0.3389482551,0.5990031388,-0.5658538882,0.5714931102,0.7188537435
6944,VPS72,688.8616448132,-0.1959842425,0.3465187747,-0.5655804443,0.5716790247,0.7188537435
7844,RNF103,98.7770939445,0.3375524119,0.5964717084,0.5659152096,0.5714514217,0.7188537435
9108,MTMR7,9.1213838676,-1.0179639321,1.7996165775,-0.5656560096,0.5716276449,0.7188537435
50484,RRM2B,80.539376411,0.3720343274,0.6580406159,0.5653668153,0.5718242911,0.7188812565
513,ATP5D,227.8892528638,0.2528355435,0.4472444581,0.5653184494,0.5718571821,0.7188812565
740,MRPL49,263.266735735,-0.2591789228,0.4584657748,-0.56531793,0.5718575353,0.7188812565
1797,DXO,74.2488974772,0.3831256727,0.678048744,0.5650414902,0.5720455439,0.7190519531
284004,HEXDC,56.7449102739,-0.4710079928,0.833921209,-0.5648111449,0.5722022257,0.7191832447
79815,NIPAL2,6.8941273576,1.1325039034,2.0057533365,0.5646277051,0.5723270168,0.7192744336
93100,NAPRT,78.7393435055,-0.3954112444,0.7007428835,-0.5642743632,0.572567426,0.7195108961
26027,ACOT11,8.65076128,-1.0423040913,1.847888641,-0.5640513547,0.5727191827,0.7196359214
100505696,SH3BP5-AS1,36.5038071538,0.5162974608,0.9157175049,0.5638173979,0.5728784102,0.7196389773
64779,MTHFSD,58.7727836852,0.4102141604,0.7275485197,0.5638306576,0.5728693853,0.7196389773
9791,PTDSS1,758.2730223229,0.1960416811,0.3476816876,0.5638539159,0.5728535552,0.7196389773
84450,ZNF512,277.2533021761,0.2389219183,0.4238956301,0.5636338318,0.5730033573,0.7197302706
4588,MUC6,4.9349327737,-1.2972826072,2.3025984975,-0.5633993979,0.5731629471,0.7198650568
10693,CCT6B,14.6895468573,0.833486937,1.4811334251,0.5627358906,0.5736147409,0.720352841
1982,EIF4G2,3291.7981741634,-0.1866386213,0.3317438689,-0.5625985551,0.5737082762,0.720352841
51524,TMEM138,42.8047931999,-0.4984774068,0.8860257928,-0.5625992052,0.5737078334,0.720352841
146540,ZNF785,46.6328609165,-0.4703924768,0.8365158372,-0.5623234563,0.5738956598,0.7205224163
1798,DPAGT1,60.6669902525,-0.4507509191,0.8018023326,-0.5621721225,0.5739987531,0.7205861444
51691,LSM8,135.3198094769,-0.3014917862,0.5366433189,-0.5618103788,0.57424522,0.7208298327
2064,ERBB2,97.7857903676,-0.3683888461,0.6561965278,-0.5614001759,0.5745247642,0.7211149934
283551,LINC01588,8.8767974676,-1.0239646403,1.8250424254,-0.5610634723,0.5747542683,0.7213373002
10072,DPP3,301.7861209836,0.2564569964,0.4574354383,0.5606408575,0.5750423927,0.7216304934
5042,PABPC3,12.3316822074,0.8281574919,1.4773566397,0.5605670761,0.5750927013,0.7216304934
127002,ATXN7L2,33.8385127585,-0.5894257612,1.0524123286,-0.5600711291,0.5754309221,0.7219890984
81875,ISG20L2,156.0468320901,-0.2908859019,0.5195064698,-0.5599273903,0.5755289652,0.7220463163
375690,WASH5P,22.6096045095,0.630103433,1.126762454,0.5592158585,0.5760144114,0.7225895072
23491,CES3,28.8266995223,-0.5947723488,1.0638603014,-0.5590699719,0.5761139672,0.7226169068
84364,ARFGAP2,619.0399172811,-0.2026294004,0.3624660292,-0.5590300442,0.576141216,0.7226169068
5599,MAPK8,101.1655727526,-0.35696721,0.6391617047,-0.5584927998,0.5765079199,0.7230109799
25840,METTL7A,28.1581360045,0.5818653142,1.0424974968,0.5581455265,0.5767450148,0.7231614488
4738,NEDD8,433.3975178758,-0.2255475479,0.4041445779,-0.5580862896,0.5767854623,0.7231614488
64080,RBKS,5.4563233992,-1.243651041,2.2278365192,-0.5582326307,0.5766855415,0.7231614488
1080,CFTR,4.9384323035,1.4985272262,2.6862042192,0.557860499,0.5769396468,0.7232782815
147991,DPY19L3,147.6280723317,-0.293968187,0.5270900784,-0.5577190676,0.5770362352,0.7232782815
347918,EP400NL,46.4533897211,-0.5153167894,0.9239205121,-0.5577501339,0.5770150182,0.7232782815
23608,MKRN1,532.6290433223,0.2028801793,0.363906441,0.5575064261,0.5771814698,0.723293576
58525,WIZ,158.9289360366,-0.2962571383,0.5314310871,-0.5574704709,0.577206029,0.723293576
92002,FAM58A,55.6414186374,0.4294639152,0.770188175,0.5576090742,0.5771113587,0.723293576
9692,KIAA0391,114.6557578033,0.3125345453,0.5607196836,0.5573810843,0.5772670865,0.7233042601
10847,SRCAP,795.7070519004,-0.1895805717,0.3402369456,-0.5572016037,0.5773896941,0.7233920563
80324,PUS1,153.0176944709,-0.3141498864,0.5642813703,-0.5567256034,0.577714921,0.7237336682
100302692,FTX,20.1845751044,-0.6680661404,1.2011595782,-0.5561843343,0.5780848474,0.7241312103
130612,TMEM198,5.9049733017,-1.1899465759,2.1417200063,-0.5556032406,0.5784821157,0.7245023864
440275,EIF2AK4,379.5440856367,-0.217302238,0.3912232373,-0.5554430751,0.5785916363,0.7245023864
5983,RFC3,179.8328203294,-0.2735263873,0.4924125694,-0.555482139,0.5785649237,0.7245023864
6015,RING1,83.0480165824,0.3541137147,0.6375149001,0.5554595111,0.578580397,0.7245023864
100329109,GCSHP3,20.0921618404,-0.6675070149,1.2022297322,-0.555224178,0.5787413332,0.7246225523
100507057,MELTF-AS1,13.0720979968,-0.8827823149,1.5906132189,-0.5549949569,0.5788981099,0.7246225523
23636,NUP62,564.2783176266,0.2339600147,0.4215464149,0.555004162,0.5788918136,0.7246225523
375757,SWI5,91.5246496941,-0.3505775058,0.6316280365,-0.5550379109,0.5788687298,0.7246225523
55008,HERC6,35.492837009,0.5351626044,0.9645988281,0.5548032911,0.5790292158,0.7247207774
64081,PBLD,12.2464743734,-0.8838767756,1.5945418361,-0.5543139449,0.5793640084,0.7250738985
2119,ETV5,72.0994982156,-0.4144191027,0.7479319878,-0.5540866141,0.5795195707,0.7252026691
79596,RNF219,140.8480267952,-0.3045791632,0.549802082,-0.5539796469,0.579592775,0.7252283641
64858,DCLRE1B,35.4472142437,-0.5283435946,0.9547628585,-0.5533767782,0.5800054368,0.7256787695
10282,BET1,40.8189763599,-0.4805719694,0.8691319637,-0.5529332593,0.580309112,0.725992746
440297,NA,13.9234953595,-0.8236004265,1.4900816302,-0.5527216831,0.5804540034,0.7261080379
339290,LINC00667,107.0121254894,0.3272324419,0.592291298,0.5524856485,0.5806156644,0.7262442844
25819,NOCT,19.8457409883,0.6552073455,1.1867082188,0.5521216885,0.5808649833,0.7264901404
55128,TRIM68,28.9229288092,0.6100832368,1.1061522237,0.5515364194,0.5812660079,0.7269256733
7090,TLE3,393.9494531868,0.2181847363,0.3958072003,0.5512399374,0.5814692059,0.7271137496
5264,PHYH,15.0210335345,-0.8022033414,1.4562895916,-0.550854271,0.5817335773,0.7273122333
80150,ASRGL1,19.8399000406,-0.6756926761,1.2265113685,-0.5509061665,0.5816980001,0.7273122333
26019,UPF2,705.3823661897,0.1927672375,0.3503714034,0.5501797111,0.582196118,0.727824437
2230,FDX1,57.6038673797,-0.4231497324,0.7697659751,-0.5497121802,0.5825168013,0.7281592226
4288,MKI67,8414.12992693,0.1527784725,0.2782516627,0.5490658026,0.5829602926,0.7286474464
254042,METAP1D,17.7054406677,0.6826790803,1.2442676562,0.5486593475,0.5832392495,0.728929947
23530,NNT,472.9927416659,0.211783886,0.3863185832,0.5482104543,0.5835474046,0.7292488849
285440,CYP4V2,32.1427836306,0.5606795833,1.0231374861,0.5480002355,0.5836917412,0.7293630623
25906,ANAPC15,327.0152408634,0.2449717634,0.4471673175,0.5478302054,0.5838084963,0.7293765706
55317,AP5S1,12.17264676,0.8585199629,1.5670583799,0.5478544858,0.5837918229,0.7293765706
84798,C19orf48,147.0599351342,0.3313069274,0.6052011633,0.5474327339,0.5840814716,0.7296514047
135154,SDHAF4,19.4564456116,-0.717278024,1.310886499,-0.5471701971,0.5842618092,0.7298104737
284371,ZNF841,103.7973093897,0.3302607438,0.6037250526,0.5470383288,0.5843523998,0.7298574196
55146,ZDHHC4,89.6712248137,0.337060737,0.6162850831,0.5469234065,0.5844313543,0.7298898247
92106,OXNAD1,57.2333667848,-0.4237871414,0.7750953319,-0.5467548622,0.5845471573,0.7299196488
9794,MAML1,172.7290546398,-0.2761407921,0.5050730711,-0.54673434,0.5845612584,0.7299196488
126070,ZNF440,29.4752121517,0.5405129609,0.9890512078,0.5464964369,0.5847247363,0.7300131389
144699,FBXL14,87.3534421816,-0.3719787845,0.6806925454,-0.5464710713,0.5847421678,0.7300131389
54952,TRNAU1AP,193.3837958953,-0.2702813022,0.4947266412,-0.546324535,0.584842874,0.7300726683
1033,CDKN3,59.7168931074,-0.4704851598,0.861804281,-0.5459304046,0.5851137775,0.7302139512
26260,FBXO25,126.0194484581,0.31166628,0.5708058863,0.5460109776,0.5850583913,0.7302139512
51379,CRLF3,147.3007397039,0.2821916005,0.5169752674,0.5458512589,0.5851681849,0.7302139512
91461,PKDCC,26.0212816419,-0.7787394677,1.4265888273,-0.5458752044,0.5851517237,0.7302139512
55776,SAYSD1,25.7802588203,0.5956379887,1.0928244263,0.5450445418,0.5857228835,0.7307736846
64787,EPS8L2,232.2577993448,-0.2907905128,0.533450089,-0.5451128771,0.5856758867,0.7307736846
5607,MAP2K5,138.3521604725,-0.2919766064,0.5361728905,-0.544556824,0.5860583566,0.7311259864
27040,LAT,13.8756372623,-0.8198134516,1.5061772956,-0.5443007633,0.5862345218,0.7312795009
54948,MRPL16,348.2677512775,0.2404808146,0.4419771875,0.5441023234,0.5863710617,0.7313835627
11311,VPS45,223.7001316904,-0.2556453751,0.4703870278,-0.5434787951,0.5868001869,0.7318525157
51367,POP5,72.9724684732,-0.4043629479,0.7448113022,-0.542906568,0.5871941336,0.7322775134
10699,CORIN,5.3692854403,-1.2064329811,2.2229604634,-0.5427145471,0.5873263567,0.732372044
5888,RAD51,111.0387914158,-0.3594631476,0.6624582301,-0.5426200947,0.5873914005,0.732372044
79654,HECTD3,204.0540149033,0.2621013315,0.4830784246,0.5425647641,0.587429505,0.732372044
23051,ZHX3,106.3117713088,0.3175596423,0.5856734849,0.5422127695,0.5876719395,0.7326079615
55771,PRR11,537.0224346663,-0.2188595074,0.4038895016,-0.5418796638,0.587901407,0.7328276727
56953,NT5M,33.6918160331,-0.5803802287,1.071581973,-0.5416106685,0.5880867409,0.7329923359
84832,ANKRD36BP1,8.7256540202,-0.9933263617,1.8363025247,-0.5409382977,0.5885501126,0.7335034848
55731,FAM222B,39.5036668997,0.4718253376,0.8728315229,0.5405686267,0.5888049472,0.7337546672
11046,SLC35D2,24.3909301501,0.599098066,1.1087472401,0.5403378194,0.5889640813,0.7338392548
728855,LINC00623,30.182909566,-0.5967581934,1.1044623164,-0.5403155767,0.5889794179,0.7338392548
286016,TPI1P2,5.0236190733,1.2440300777,2.3029668286,0.540185843,0.5890688748,0.7338843049
54995,OXSM,55.2820262144,0.445210997,0.8246686944,0.5398664943,0.5892891061,0.7340922557
57724,EPG5,127.2414584734,-0.3037842683,0.5629290848,-0.5396492674,0.5894389331,0.7342124724
6780,STAU1,597.485766718,-0.1942273924,0.3600346384,-0.5394686279,0.5895635383,0.7343012537
8737,RIPK1,145.5517986602,-0.2834846503,0.525588277,-0.5393663875,0.5896340691,0.7343226753
5986,RFNG,60.9151243425,0.4240977548,0.7864802174,0.5392351205,0.5897246298,0.7343690356
401505,TOMM5,163.1233912727,-0.3041248295,0.5646409774,-0.5386162918,0.5901516437,0.7348343265
132241,RPL32P3,117.9201499973,0.3061110784,0.5692514406,0.5377431774,0.590754366,0.7352523606
149951,COMMD7,93.0589152785,0.3303944287,0.6143383353,0.537805326,0.5907114547,0.7352523606
6227,RPS21,2356.5772497467,0.1843482228,0.3427871558,0.5377920953,0.5907205898,0.7352523606
7335,UBE2V1,821.6223953049,-0.1879330369,0.3494465358,-0.5378019743,0.5907137688,0.7352523606
79703,C11orf80,60.3646001986,0.4024169802,0.747961521,0.5380182923,0.59056442,0.7352523606
206412,C6orf163,4.6567955366,1.2806362764,2.3824244422,0.5375348967,0.5908981867,0.7352806385
3145,HMBS,136.7396918101,0.2917080068,0.5428126055,0.5374009444,0.5909906911,0.7352806385
54776,PPP1R12C,381.2602646286,0.2149611889,0.3999785097,0.5374318462,0.5909693504,0.7352806385
7706,TRIM25,1125.9225772396,-0.1836042283,0.3416144659,-0.5374603439,0.5909496703,0.7352806385
6007,RHD,12.1497839604,-0.8243691328,1.5351925792,-0.5369809261,0.5912807895,0.7355750985
4189,DNAJB9,78.5303450534,-0.3527073449,0.6570334099,-0.5368179754,0.5913933539,0.7355822122
84167,C19orf44,37.2264887791,-0.4843012369,0.9021518104,-0.5368289808,0.5913857512,0.7355822122
9686,VGLL4,327.2841710167,0.2300849764,0.4286762888,0.5367336202,0.5914516294,0.7355882472
100533107,RTEL1-TNFRSF6B,55.7934185735,-0.4772495591,0.889625657,-0.5364611006,0.5916399132,0.7357559579
113612,CYP2U1,6.0133757491,1.1518716077,2.1478713787,0.5362851887,0.5917614654,0.735840659
7134,TNNC1,10.4520109423,-0.9355573312,1.7452863859,-0.5360480313,0.5919253554,0.7359779862
899,CCNF,224.4878475967,0.2494471672,0.4657903307,0.5355353058,0.5922797507,0.7363521343
29100,TMEM208,113.4677086008,0.3271862415,0.6111530634,0.5353589161,0.5924016936,0.7364372444
199699,DAND5,4.3081625166,-1.3232805098,2.4780359952,-0.5340037483,0.5933389408,0.7374692071
285550,FAM200B,9.9238267493,-0.9298340973,1.7410324263,-0.5340705223,0.5932927433,0.7374692071
3612,IMPA1,104.8369098387,-0.3214420497,0.6021642764,-0.5338112244,0.5934721472,0.7375681916
283050,ZMIZ1-AS1,8.0549962821,-1.0661983312,1.9988695625,-0.5334006536,0.5937562651,0.7378546945
79609,VCPKMT,36.1716864802,0.4990914119,0.935935851,0.533253867,0.5938578576,0.7379143436
23613,ZMYND8,615.5271651622,0.1937622014,0.3636374822,0.5328444148,0.5941412857,0.7381999063
100289019,SLC25A25-AS1,43.8467324431,-0.4500466043,0.8461481992,-0.5318768091,0.5948113202,0.7386324917
119016,AGAP4,42.7971078971,0.450947525,0.8478346401,0.5318814586,0.5948080998,0.7386324917
2069,EREG,9.8751392889,0.9150616733,1.7198057562,0.532072689,0.5946756521,0.7386324917
2342,FNTB,24.1938597072,-0.6386071235,1.2004685782,-0.5319648803,0.5947503196,0.7386324917
5325,PLAGL1,134.4427883327,-0.2842971389,0.5342838163,-0.5321088347,0.5946506188,0.7386324917
55054,ATG16L1,232.1668386239,0.2439315365,0.4584039371,0.5321322892,0.5946343753,0.7386324917
256471,MFSD8,34.0951989386,-0.5170195984,0.9727202757,-0.5315192983,0.5950589718,0.7388067613
6908,TBP,79.9295154563,0.352546116,0.6631978189,0.531585156,0.595013348,0.7388067613
26123,TCTN3,73.880213621,0.3915967616,0.7374006534,0.5310501961,0.5953839953,0.7390313898
284306,ZNF547,9.9154603088,0.8911985887,1.6784195518,0.5309748613,0.5954361996,0.7390313898
55853,IDI2-AS1,4.3208232909,1.308892128,2.4651968334,0.5309483244,0.5954545892,0.7390313898
84437,MSANTD4,112.4781398235,0.3145965343,0.5922659113,0.5311744747,0.5952978795,0.7390313898
64760,FAM160B2,133.7760586726,0.3127935297,0.5894519459,0.5306514498,0.5956603356,0.7392201136
2631,NIPSNAP2,150.1319727953,-0.3029018568,0.5711607192,-0.5303268356,0.5958853437,0.7393660717
55728,N4BP2,166.1128638399,-0.2729120811,0.5145375133,-0.5304026898,0.5958327615,0.7393660717
23456,ABCB10,104.1062978037,0.3088150651,0.582833035,0.529851684,0.5962147676,0.7396415114
9657,IQCB1,656.7859471606,0.1972294815,0.3721932897,0.5299114385,0.5961733351,0.7396415114
64981,MRPL34,84.2561732191,0.3456816738,0.6525786193,0.5297165177,0.5963084938,0.7396911398
169834,ZNF883,7.050104113,-1.0558315672,1.9935791313,-0.5296160813,0.5963781423,0.7397108947
9946,CRYZL1,124.0125037407,-0.2917265662,0.5510181135,-0.529431899,0.5965058746,0.7398026831
10741,RBBP9,42.558250053,0.4515416931,0.8530135689,0.5293487813,0.5965635217,0.7398075412
27198,HCAR1,8.1394535061,0.9564289165,1.8078633066,0.5290382923,0.5967788867,0.7398607787
388561,ZNF761,77.925658064,0.3720326201,0.7033058168,0.5289770271,0.5968213863,0.7398607787
388698,FLG2,6.3048571288,1.0945793046,2.0690238828,0.5290317399,0.596783432,0.7398607787
8553,BHLHE40,1116.288201986,-0.2402880766,0.4541733894,-0.5290668327,0.5967590887,0.7398607787
8766,RAB11A,740.6578363361,-0.1821003317,0.344426124,-0.5287065034,0.5970090651,0.740026811
26084,ARHGEF26,7.4925575873,1.0037881707,1.8988525967,0.5286288006,0.5970629772,0.7400270171
26205,GMEB2,168.0909111124,0.260126668,0.4925129599,0.5281620774,0.5973868478,0.7403617918
84878,ZBTB45,53.2653769118,0.4037663331,0.7646515516,0.528039644,0.5974718205,0.7404004587
5471,PPAT,119.4714790983,-0.296254244,0.5612604434,-0.5278373837,0.5976122078,0.740441149
54839,LRRC49,11.3410066398,-0.8943366286,1.6941610797,-0.527893504,0.5975732537,0.740441149
255758,TCTEX1D2,58.627349236,-0.4017552428,0.7613650694,-0.5276775346,0.5977231684,0.7405119943
220134,SKA1,79.3610854435,-0.3526635899,0.6686437387,-0.5274312306,0.5978941606,0.7406571928
8074,FGF23,90.4456455116,0.3259003723,0.6186330567,0.5268072386,0.5983274556,0.7411272703
57677,ZFP14,28.1786052972,-0.5559343463,1.0556571446,-0.5266239604,0.5984547496,0.7412182646
23507,LRRC8B,16.6437255037,-0.7386969031,1.4031228447,-0.5264663076,0.5985642556,0.7412205446
55032,SLC35A5,24.7464877816,0.5714155694,1.0853632067,0.5264740557,0.5985588735,0.7412205446
1936,EEF1D,3014.0501818393,-0.1539936057,0.2926913755,-0.526129632,0.5987981416,0.7414434902
54925,ZSCAN32,93.0177570027,0.3199778162,0.6086977504,0.5256760289,0.5991133217,0.7417670467
55153,SDAD1,397.2905797929,-0.2204974197,0.4199200208,-0.5250938483,0.5995179524,0.7421877933
90639,COX19,115.1792843135,-0.307414275,0.5855153303,-0.5250319831,0.5995609575,0.7421877933
5713,PSMD7,810.8416882331,-0.2114581984,0.4029349281,-0.5247949077,0.5997257719,0.7423250768
9112,MTA1,510.0786024892,-0.2200268171,0.4193310747,-0.5247090673,0.599785453,0.742332216
374819,LRRC37A3,26.8232327288,-0.611486717,1.1668295051,-0.5240583258,0.600237973,0.7428255124
23786,BCL2L13,313.6584808651,-0.2199039724,0.4199307826,-0.5236671886,0.6005100407,0.7430587269
4150,MAZ,986.1265004532,-0.19248823,0.3676019456,-0.5236322395,0.6005343534,0.7430587269
57683,ZDBF2,224.2509352073,0.2702080463,0.5165950117,0.5230558565,0.6009353835,0.7434881208
23028,KDM1A,848.2348299543,0.172440097,0.329728465,0.5229760706,0.6009909057,0.7434900073
25782,RAB3GAP2,308.6989211078,-0.218608301,0.418245248,-0.5226797007,0.6011971668,0.7435447579
26098,EDRF1,217.3104994444,-0.2504878168,0.4791014832,-0.522828306,0.6010937397,0.7435447579
79903,NAA60,133.4188464306,-0.2880482834,0.5510982545,-0.5226804496,0.6011966455,0.7435447579
4795,NFKBIL1,60.4161684141,-0.4017093988,0.7687354285,-0.5225587165,0.6012813759,0.7435821146
100532732,MSH5-SAPCD1,205.8533775027,0.2573884958,0.4935540314,0.5215001386,0.6020184091,0.7443598666
54458,PRR13,302.9463349303,0.2190678867,0.4200420061,0.521538045,0.6019920098,0.7443598666
10861,SLC26A1,14.0074291009,-0.7337919964,1.407984211,-0.5211649326,0.6022518806,0.7443944867
246721,POLR2J2,31.0620607498,0.5741910379,1.1017780631,0.5211494558,0.6022626612,0.7443944867
55051,NRDE2,91.382935753,-0.3509755847,0.6732776577,-0.5212939723,0.6021619993,0.7443944867
7741,ZSCAN26,65.7155246062,-0.3787996633,0.7266313594,-0.5213092698,0.6021513445,0.7443944867
51117,COQ4,84.9758907395,-0.3388009491,0.6503344242,-0.520964194,0.6023917148,0.7444871665
22973,LAMB2P1,4.429817312,-1.2709431192,2.440295899,-0.5208151682,0.6024955355,0.7445162347
340385,ZNF517,26.9551211369,-0.5743595155,1.1032221759,-0.5206199876,0.6026315227,0.7445162347
387509,GPR153,21.6530237034,0.6010174269,1.1543322647,0.5206624169,0.60260196,0.7445162347
51780,KDM3B,535.9524415565,-0.1966158473,0.37765705,-0.5206200899,0.6026314514,0.7445162347
64175,P3H1,228.8255848079,-0.2322531888,0.4462753657,-0.520425743,0.6027668714,0.7446166385
552900,BOLA2,248.3712946647,0.2269745725,0.4363013517,0.5202243166,0.6029072389,0.7447232235
118424,UBE2J2,169.9518006931,-0.3042666054,0.5850013737,-0.5201126342,0.6029850731,0.7447525539
27339,PRPF19,856.3033458125,0.1947832236,0.3745975805,0.5199799299,0.6030775638,0.7447999799
27030,MLH3,138.1759456775,-0.2834962164,0.545434375,-0.5197622838,0.60322927,0.7449205218
9488,PIGB,17.7013453535,-0.7052729377,1.3572342011,-0.5196398213,0.6033146378,0.744959129
56888,KCMF1,411.3526899852,0.2127254479,0.4094952889,0.5194820395,0.6034246344,0.7449613369
9878,TOX4,263.4444044186,0.2219140467,0.4271696813,0.519498589,0.6034130966,0.7449613369
23008,KLHDC10,113.5415601421,-0.3053957516,0.5880083365,-0.5193731663,0.60350054,0.7449882495
79144,PPDPF,182.6184539578,0.2569782487,0.495153108,0.5189874497,0.6037694932,0.7452534425
54802,TRIT1,214.2844789345,-0.2431362511,0.468667901,-0.5187815308,0.6039130988,0.745363881
100506215,PAXBP1-AS1,10.5907022779,-0.8891274107,1.7148723845,-0.5184802197,0.6041232575,0.7455564338
55017,C14orf119,45.259237772,0.4318544129,0.8341294493,0.5177306871,0.6046461844,0.7461349089
285407,ALG1L9P,10.8243113447,0.8205259382,1.5853661693,0.5175624118,0.6047636131,0.746202936
651302,ZNF192P1,7.2260465972,1.0126460705,1.9568177171,0.5174963726,0.6048097004,0.746202936
64708,COPS7B,148.1799042266,0.2754850279,0.5326297875,0.5172167129,0.6050048865,0.7463768732
1775,DNASE1L2,5.800090595,1.1410336934,2.20734603,0.5169256101,0.6052080892,0.7465606683
10712,FAM189B,116.1621890034,0.2892181255,0.5610417275,0.5155019873,0.6062022813,0.7477200762
8795,TNFRSF10B,582.1481286055,-0.1828067601,0.3548730284,-0.5151328657,0.6064601779,0.7479711742
54965,PIGX,77.8162822264,-0.3443038908,0.6684848242,-0.5150511699,0.6065172634,0.7479745812
26118,WSB1,1858.1520436424,-0.1733921473,0.3373083828,-0.5140463629,0.6072195764,0.7487736296
374393,FAM111B,409.3335251778,-0.2073329528,0.4034765963,-0.5138661194,0.6073455965,0.7487949068
91300,R3HDM4,65.6625911728,0.3748114696,0.7293076482,0.5139277924,0.6073024756,0.7487949068
200035,NUDT17,6.6167530331,1.0751227586,2.0930732987,0.5136574812,0.6074914839,0.7489077126
645455,CEP170P1,34.1610141779,-0.4832911942,0.9417313771,-0.5131943205,0.6078153984,0.7492399481
163050,ZNF564,27.7236308788,0.5200077001,1.0135258516,0.5130680182,0.6079037422,0.7492817676
26576,SRPK3,7.260210642,1.1329810345,2.2113211542,0.5123548121,0.6084027104,0.7497705253
51684,SUFU,77.0925299074,-0.3365926115,0.6569640472,-0.5123455582,0.6084091858,0.7497705253
4893,NRAS,399.0081704954,-0.2066584509,0.4034672503,-0.512206259,0.6085066631,0.7498235407
26985,AP3M1,330.3474296877,-0.2106085129,0.4114644434,-0.5118510635,0.6087552495,0.7500480988
6391,SDHC,125.8440777554,0.2858060815,0.5584438294,0.5117902043,0.6087978468,0.7500480988
80262,C16orf70,40.5259093751,0.4431601628,0.8662071309,0.5116099221,0.6089240399,0.7501364503
152302,CIDECP,16.4671867045,0.6594786759,1.2910335223,0.5108145253,0.6094809371,0.7504767197
202333,CMYA5,5.0008262139,-1.1676564592,2.2865380807,-0.5106656517,0.6095851962,0.7504767197
254394,MCM9,48.7063071745,0.4038576826,0.7909585995,0.5105926946,0.6096362923,0.7504767197
2651,GCNT2,65.8460920737,-0.3752070122,0.7346938766,-0.5106984339,0.6095622375,0.7504767197
282973,JAKMIP3,4.3137082316,-1.245755119,2.4391781206,-0.5107274079,0.6095419462,0.7504767197
29954,POMT2,38.7964568906,-0.4612499464,0.9024990068,-0.5110808355,0.6092944548,0.7504767197
51069,MRPL2,116.3904745285,0.2868308527,0.5615288977,0.5108033689,0.6094887499,0.7504767197
91137,SLC25A46,167.2097465091,-0.2556012984,0.5005961168,-0.5105938496,0.6096354834,0.7504767197
440278,CATSPER2P1,26.5649305692,0.6172490196,1.2099289048,0.5101531314,0.6099441846,0.7507886177
22927,HABP4,27.7320526949,0.5217137262,1.0233447141,0.5098123037,0.6101829651,0.751015397
55064,SPATA6L,6.5762427526,1.0391914768,2.039786762,0.5094608398,0.6104292406,0.7512513598
157769,FAM91A1,241.6831503534,0.2513893531,0.4937934597,0.509098183,0.6106834053,0.7514969888
54439,RBM27,278.2757278636,-0.2403312705,0.4723628042,-0.5087853413,0.6109026954,0.7516996615
5717,PSMD11,428.9918968358,-0.2288000606,0.4500173872,-0.5084249345,0.61115537,0.7518761874
64859,NABP1,108.2633079865,-0.3201776126,0.6297089113,-0.5084533614,0.6111354387,0.7518761874
550,AUP1,536.9302483678,0.191062893,0.3760318211,0.5081029911,0.6113811177,0.7520867158
339344,MYPOP,6.1254464817,1.0793575756,2.1252665776,0.5078692654,0.6115450301,0.7522211469
1318,SLC31A2,22.2947154232,-0.6102202759,1.202328675,-0.507531999,0.6117815901,0.7523776986
55729,ATF7IP,305.0959217149,0.224021731,0.4413611931,0.5075700685,0.6117548859,0.7523776986
26013,L3MBTL1,63.5186696938,0.3697837971,0.7291731424,0.5071275608,0.612065318,0.7525921918
84327,ZBED3,11.8286781101,-0.7988930215,1.5751597899,-0.5071822088,0.6120269771,0.7525921918
148898,ZNF436-AS1,9.454505809,-0.8475619587,1.6745657163,-0.506138368,0.6127595175,0.7533112319
23598,PATZ1,148.1051605562,0.2604461363,0.5145642398,0.506148924,0.6127521077,0.7533112319
8760,CDS2,227.3956416921,0.232541107,0.4599772443,0.5055491546,0.6131731832,0.7536851955
9466,IL27RA,159.7023233243,0.254104243,0.5025550506,0.5056246928,0.6131201437,0.7536851955
112495,GTF3C6,185.7993256787,0.2818293412,0.5577985178,0.5052529402,0.6133811913,0.7538735716
9796,PHYHIP,12.1324774517,-0.7901126372,1.5648736103,-0.5049050812,0.6136255051,0.7541065316
10643,IGF2BP3,383.9954890415,-0.19768722,0.3919530114,-0.5043645904,0.6140051962,0.7545058052
115817,DHRS1,98.823341408,-0.3039921842,0.6029269863,-0.5041940253,0.6141250385,0.7545857269
401541,CENPP,26.4463655836,-0.5816524256,1.1544261965,-0.5038454839,0.6143699625,0.7547799605
9862,MED24,344.0302955458,0.2056004274,0.4080887238,0.5038130567,0.6143927516,0.7547799605
1984,EIF5A,3858.8691434079,-0.1859047561,0.3693350276,-0.5033499186,0.6147182758,0.7550451329
56970,ATXN7L3,479.4038699422,0.1925469741,0.3825200674,0.5033643734,0.6147081148,0.7550451329
4007,PRICKLE3,54.8175998129,-0.421224369,0.8371942084,-0.5031381784,0.6148671262,0.7551605977
7263,TST,35.0271990817,-0.4757129334,0.9456868145,-0.5030343303,0.6149401357,0.7551829048
56890,MDM1,72.8176692314,0.3369443879,0.6703884119,0.5026106985,0.615238006,0.7554813257
3284,HSD3B2,6.4735216509,1.0236974902,2.037267824,0.502485475,0.6153260671,0.7555220812
